DATAFLOW;LAST UPDATE;freq;unit;operator;procstat;geo;TIME_PERIOD;OBS_VALUE
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Austria;2020;3165
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Romania;2016;3155
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Bulgaria;2015;3149
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;United Kingdom;2017;3131
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Romania;2014;3100
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Spain;2014;3082
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Croatia;2015;3061
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Slovenia;2013;3045
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Portugal;2013;3029
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Denmark;2015;2984
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;United Kingdom;2016;2969
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);2014;2916
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;European Union - 28 countries (2013-2020);2014;2916
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Spain;2013;2842
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;European Union - 27 countries (from 2020);2014;2828
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Austria;2020;2800
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Romania;2014;2706
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2015;2672
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;United Kingdom;2018;2655
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2022;2645
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2021;2638
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;United Kingdom;2015;2625
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2013;2570
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;United Kingdom;2019;2566
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Denmark;2013;2563
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2016;2539
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Denmark;2014;2538
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2021;2529
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;United Kingdom;2014;2487
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2017;2478
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2018;2476
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2013;2452
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2014;2445
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2019;2417
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2019;2394
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2013;2393
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2022;2374
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2018;2264
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2014;2232
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Lithuania;2020;2230
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2022;2193
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2014;2118
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2015;2113
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2017;2105
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2016;2083
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;United Kingdom;2013;2079
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2017;2070
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2019;2060
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2018;2057
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2020;2050
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2022;2046
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2021;2043
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Croatia;2014;2043
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Bulgaria;2016;2011
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2021;1988
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2021;1985
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2020;1981
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2019;1976
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2022;1974
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Hungary;2015;1971
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Norway;2021;1957
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2018;1948
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2016;1946
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2022;1944
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2020;1937
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2021;1925
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2021;1914
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2020;1889
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2017;1888
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Belgium;2021;1881
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2019;1867
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Türkiye;2020;1844
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2019;1831
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2018;1787
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2020;1777
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2016;1765
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Romania;2017;1762
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2021;1756
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2016;1753
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2015;1733
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2017;1725
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2015;1710
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2017;1696
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2019;1691
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2017;1687
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2018;1685
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2016;1683
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Hungary;2013;1682
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2020;1673
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Hungary;2014;1672
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Bulgaria;2013;1665
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2013;1656
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2020;1653
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2018;1651
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2017;1650
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2013;1650
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2019;1642
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2014;1635
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Slovakia;2021;1635
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2015;1629
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Austria;2015;1617
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Croatia;2013;1608
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2016;1605
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Belgium;2014;1602
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2017;1586
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Belgium;2019;1585
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2016;1557
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2013;1555
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2013;1553
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2018;1542
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Estonia;2014;1542
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2015;1526
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Germany;2022;1507
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Türkiye;2018;1501
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Greece;2016;1495
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2015;1475
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Netherlands;2014;1457
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Germany;2021;1456
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Germany;2015;1452
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Romania;2016;1426
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Türkiye;2016;1422
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Belgium;2018;1403
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Portugal;2022;1358
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2013;1351
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Sweden;2018;1350
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Germany;2020;1349
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Sweden;2017;1328
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;New registered during year;Austria;2018;1321
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Türkiye;2019;1309
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Cyprus;2022;1297
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Portugal;2021;1296
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Cyprus;2021;1292
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Germany;2019;1288
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Ireland;2014;1275
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Cyprus;2019;1252
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Cyprus;2018;1249
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Germany;2017;1242
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Belgium;2017;1227
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Netherlands;2021;1226
